vgs ,M0:vdsat vds 0 ,M0:vdsat vds 0.1 ,M0:vdsat vds 0.2 ,M0:vdsat vds 0.3 ,M0:vdsat vds 0.4 ,M0:vdsat vds 0.5 ,M0:vdsat vds 0.6 ,M0:vdsat vds 0.7 ,M0:vdsat vds 0.8 ,M0:vdsat vds 0.9 ,M0:vdsat vds 1 ,M0:vdsat vds 1.1 ,M0:vdsat vds 1.2 ,M0:self_gain vds 0 ,M0:self_gain vds 0.1 ,M0:self_gain vds 0.2 ,M0:self_gain vds 0.3 ,M0:self_gain vds 0.4 ,M0:self_gain vds 0.5 ,M0:self_gain vds 0.6 ,M0:self_gain vds 0.7 ,M0:self_gain vds 0.8 ,M0:self_gain vds 0.9 ,M0:self_gain vds 1 ,M0:self_gain vds 1.1 ,M0:self_gain vds 1.2 ,M0:region vds 0 ,M0:region vds 0.1 ,M0:region vds 0.2 ,M0:region vds 0.3 ,M0:region vds 0.4 ,M0:region vds 0.5 ,M0:region vds 0.6 ,M0:region vds 0.7 ,M0:region vds 0.8 ,M0:region vds 0.9 ,M0:region vds 1 ,M0:region vds 1.1 ,M0:region vds 1.2 ,M0:id vds 0 ,M0:id vds 0.1 ,M0:id vds 0.2 ,M0:id vds 0.3 ,M0:id vds 0.4 ,M0:id vds 0.5 ,M0:id vds 0.6 ,M0:id vds 0.7 ,M0:id vds 0.8 ,M0:id vds 0.9 ,M0:id vds 1 ,M0:id vds 1.1 ,M0:id vds 1.2 ,M0:gmoverid vds 0 ,M0:gmoverid vds 0.1 ,M0:gmoverid vds 0.2 ,M0:gmoverid vds 0.3 ,M0:gmoverid vds 0.4 ,M0:gmoverid vds 0.5 ,M0:gmoverid vds 0.6 ,M0:gmoverid vds 0.7 ,M0:gmoverid vds 0.8 ,M0:gmoverid vds 0.9 ,M0:gmoverid vds 1 ,M0:gmoverid vds 1.1 ,M0:gmoverid vds 1.2 ,M0:gmbs vds 0 ,M0:gmbs vds 0.1 ,M0:gmbs vds 0.2 ,M0:gmbs vds 0.3 ,M0:gmbs vds 0.4 ,M0:gmbs vds 0.5 ,M0:gmbs vds 0.6 ,M0:gmbs vds 0.7 ,M0:gmbs vds 0.8 ,M0:gmbs vds 0.9 ,M0:gmbs vds 1 ,M0:gmbs vds 1.1 ,M0:gmbs vds 1.2 ,M0:gm vds 0 ,M0:gm vds 0.1 ,M0:gm vds 0.2 ,M0:gm vds 0.3 ,M0:gm vds 0.4 ,M0:gm vds 0.5 ,M0:gm vds 0.6 ,M0:gm vds 0.7 ,M0:gm vds 0.8 ,M0:gm vds 0.9 ,M0:gm vds 1 ,M0:gm vds 1.1 ,M0:gm vds 1.2 ,M0:gds vds 0 ,M0:gds vds 0.1 ,M0:gds vds 0.2 ,M0:gds vds 0.3 ,M0:gds vds 0.4 ,M0:gds vds 0.5 ,M0:gds vds 0.6 ,M0:gds vds 0.7 ,M0:gds vds 0.8 ,M0:gds vds 0.9 ,M0:gds vds 1 ,M0:gds vds 1.1 ,M0:gds vds 1.2 ,M0:ft vds 0 ,M0:ft vds 0.1 ,M0:ft vds 0.2 ,M0:ft vds 0.3 ,M0:ft vds 0.4 ,M0:ft vds 0.5 ,M0:ft vds 0.6 ,M0:ft vds 0.7 ,M0:ft vds 0.8 ,M0:ft vds 0.9 ,M0:ft vds 1 ,M0:ft vds 1.1 ,M0:ft vds 1.2 ,M0:cdb vds 0 ,M0:cdb vds 0.1 ,M0:cdb vds 0.2 ,M0:cdb vds 0.3 ,M0:cdb vds 0.4 ,M0:cdb vds 0.5 ,M0:cdb vds 0.6 ,M0:cdb vds 0.7 ,M0:cdb vds 0.8 ,M0:cdb vds 0.9 ,M0:cdb vds 1 ,M0:cdb vds 1.1 ,M0:cdb vds 1.2 ,M0:csb vds 0 ,M0:csb vds 0.1 ,M0:csb vds 0.2 ,M0:csb vds 0.3 ,M0:csb vds 0.4 ,M0:csb vds 0.5 ,M0:csb vds 0.6 ,M0:csb vds 0.7 ,M0:csb vds 0.8 ,M0:csb vds 0.9 ,M0:csb vds 1 ,M0:csb vds 1.1 ,M0:csb vds 1.2 ,M0:cgs vds 0 ,M0:cgs vds 0.1 ,M0:cgs vds 0.2 ,M0:cgs vds 0.3 ,M0:cgs vds 0.4 ,M0:cgs vds 0.5 ,M0:cgs vds 0.6 ,M0:cgs vds 0.7 ,M0:cgs vds 0.8 ,M0:cgs vds 0.9 ,M0:cgs vds 1 ,M0:cgs vds 1.1 ,M0:cgs vds 1.2 ,M0:cgd vds 0 ,M0:cgd vds 0.1 ,M0:cgd vds 0.2 ,M0:cgd vds 0.3 ,M0:cgd vds 0.4 ,M0:cgd vds 0.5 ,M0:cgd vds 0.6 ,M0:cgd vds 0.7 ,M0:cgd vds 0.8 ,M0:cgd vds 0.9 ,M0:cgd vds 1 ,M0:cgd vds 1.1 ,M0:cgd vds 1.2 
500.0E-3,137.0E-3,137.4E-3,138.9E-3,140.5E-3,142.2E-3,143.9E-3,145.7E-3,147.4E-3,149.2E-3,151.0E-3,152.8E-3,154.6E-3,156.5E-3,0.000,2.477,9.218,14.88,17.43,18.52,19.03,19.30,19.46,19.55,19.61,19.64,19.65,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-4.309E-12,56.60E-6,73.56E-6,81.94E-6,88.72E-6,95.20E-6,101.7E-6,108.4E-6,115.2E-6,122.3E-6,129.5E-6,137.0E-6,144.8E-6,0.000,12.34,13.06,13.07,12.85,12.59,12.30,12.02,11.74,11.46,11.19,10.93,10.68,0.000,68.34E-6,92.33E-6,101.8E-6,107.6E-6,112.2E-6,116.2E-6,120.0E-6,123.7E-6,127.2E-6,130.6E-6,133.9E-6,137.0E-6,0.000,698.3E-6,961.0E-6,1.071E-3,1.140E-3,1.198E-3,1.251E-3,1.302E-3,1.352E-3,1.401E-3,1.450E-3,1.498E-3,1.546E-3,975.6E-6,282.0E-6,104.2E-6,71.93E-6,65.44E-6,64.71E-6,65.76E-6,67.47E-6,69.49E-6,71.67E-6,73.93E-6,76.27E-6,78.67E-6,0.000,48.33E9,71.30E9,80.73E9,86.51E9,91.27E9,95.73E9,100.1E9,104.3E9,108.3E9,112.3E9,116.3E9,120.2E9,914.9E-18,857.1E-18,815.2E-18,784.9E-18,759.5E-18,737.2E-18,717.4E-18,699.6E-18,683.5E-18,668.9E-18,655.5E-18,643.2E-18,631.8E-18,914.9E-18,904.1E-18,899.7E-18,898.8E-18,898.6E-18,898.5E-18,898.4E-18,898.4E-18,898.4E-18,898.3E-18,898.3E-18,898.3E-18,898.3E-18,1.278E-15,1.579E-15,1.615E-15,1.605E-15,1.599E-15,1.597E-15,1.595E-15,1.594E-15,1.594E-15,1.594E-15,1.593E-15,1.593E-15,1.593E-15,1.278E-15,611.0E-18,408.9E-18,381.9E-18,373.8E-18,367.3E-18,359.5E-18,351.5E-18,344.6E-18,339.1E-18,334.9E-18,331.5E-18,328.8E-18
550.0E-3,154.8E-3,155.3E-3,156.9E-3,158.7E-3,160.6E-3,162.5E-3,164.4E-3,166.3E-3,168.2E-3,170.2E-3,172.1E-3,174.1E-3,176.0E-3,0.000,1.661,6.424,12.20,15.77,17.55,18.44,18.91,19.19,19.36,19.46,19.53,19.55,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-7.614E-12,96.85E-6,130.5E-6,145.9E-6,156.7E-6,166.3E-6,175.6E-6,184.9E-6,194.2E-6,203.7E-6,213.3E-6,223.2E-6,233.2E-6,0.000,9.326,10.05,10.17,10.07,9.895,9.699,9.498,9.296,9.096,8.901,8.711,8.525,0.000,89.23E-6,126.0E-6,140.4E-6,147.9E-6,152.9E-6,157.0E-6,160.5E-6,163.7E-6,166.6E-6,169.4E-6,172.0E-6,174.4E-6,0.000,903.2E-6,1.312E-3,1.484E-3,1.578E-3,1.646E-3,1.703E-3,1.756E-3,1.805E-3,1.853E-3,1.899E-3,1.944E-3,1.988E-3,1.500E-3,543.8E-6,204.3E-6,121.6E-6,100.0E-6,93.81E-6,92.40E-6,92.84E-6,94.07E-6,95.71E-6,97.56E-6,99.56E-6,101.7E-6,0.000,56.16E9,88.49E9,102.5E9,110.0E9,115.3E9,119.8E9,124.1E9,128.0E9,131.8E9,135.4E9,138.9E9,142.2E9,922.5E-18,868.6E-18,824.5E-18,792.8E-18,766.9E-18,744.4E-18,724.5E-18,706.7E-18,690.6E-18,675.9E-18,662.5E-18,650.2E-18,638.8E-18,922.5E-18,913.8E-18,908.2E-18,906.7E-18,906.2E-18,906.0E-18,905.9E-18,905.8E-18,905.8E-18,905.8E-18,905.8E-18,905.8E-18,905.8E-18,1.380E-15,1.705E-15,1.807E-15,1.802E-15,1.795E-15,1.790E-15,1.788E-15,1.787E-15,1.786E-15,1.785E-15,1.785E-15,1.784E-15,1.784E-15,1.380E-15,766.7E-18,449.7E-18,393.9E-18,379.5E-18,371.9E-18,364.3E-18,355.8E-18,348.1E-18,341.9E-18,337.0E-18,333.2E-18,330.1E-18
600.0E-3,174.1E-3,174.8E-3,176.5E-3,178.4E-3,180.4E-3,182.4E-3,184.4E-3,186.4E-3,188.4E-3,190.5E-3,192.5E-3,194.6E-3,196.6E-3,0.000,1.145,4.502,9.599,13.76,16.24,17.59,18.35,18.80,19.08,19.25,19.36,19.42,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-12.97E-12,145.6E-6,203.6E-6,229.3E-6,245.6E-6,258.9E-6,271.1E-6,283.0E-6,294.7E-6,306.5E-6,318.3E-6,330.3E-6,342.4E-6,0.000,7.125,7.856,8.043,8.017,7.915,7.783,7.642,7.497,7.352,7.209,7.069,6.932,0.000,103.8E-6,153.9E-6,173.8E-6,183.2E-6,188.7E-6,192.6E-6,195.6E-6,198.2E-6,200.4E-6,202.4E-6,204.2E-6,205.8E-6,0.000,1.038E-3,1.599E-3,1.844E-3,1.969E-3,2.049E-3,2.110E-3,2.162E-3,2.209E-3,2.253E-3,2.295E-3,2.335E-3,2.374E-3,2.071E-3,906.5E-6,355.3E-6,192.1E-6,143.1E-6,126.2E-6,119.9E-6,117.8E-6,117.5E-6,118.1E-6,119.2E-6,120.6E-6,122.2E-6,0.000,59.95E9,100.3E9,119.4E9,129.0E9,135.1E9,139.7E9,143.8E9,147.5E9,150.9E9,154.1E9,157.1E9,160.0E9,927.8E-18,877.3E-18,832.4E-18,799.6E-18,773.1E-18,750.4E-18,730.3E-18,712.4E-18,696.3E-18,681.6E-18,668.2E-18,655.8E-18,644.4E-18,927.8E-18,920.9E-18,914.8E-18,912.7E-18,912.0E-18,911.7E-18,911.6E-18,911.5E-18,911.4E-18,911.4E-18,911.4E-18,911.4E-18,911.4E-18,1.451E-15,1.767E-15,1.942E-15,1.952E-15,1.945E-15,1.940E-15,1.937E-15,1.935E-15,1.934E-15,1.933E-15,1.932E-15,1.932E-15,1.932E-15,1.451E-15,915.3E-18,508.5E-18,412.6E-18,387.6E-18,377.2E-18,369.3E-18,360.7E-18,352.2E-18,345.1E-18,339.5E-18,335.1E-18,331.7E-18
650.0E-3,194.6E-3,195.3E-3,197.1E-3,199.1E-3,201.2E-3,203.3E-3,205.4E-3,207.5E-3,209.7E-3,211.8E-3,213.9E-3,216.1E-3,218.2E-3,0.000,812.8E-3,3.196,7.375,11.63,14.65,16.50,17.60,18.27,18.69,18.96,19.14,19.24,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-21.54E-12,199.2E-6,288.8E-6,328.7E-6,352.1E-6,369.8E-6,385.3E-6,399.7E-6,413.7E-6,427.6E-6,441.4E-6,455.2E-6,469.1E-6,0.000,5.511,6.221,6.460,6.490,6.438,6.354,6.255,6.151,6.045,5.939,5.835,5.732,0.000,111.2E-6,173.4E-6,199.4E-6,211.1E-6,217.2E-6,221.0E-6,223.6E-6,225.6E-6,227.0E-6,228.2E-6,229.2E-6,229.9E-6,0.000,1.098E-3,1.796E-3,2.123E-3,2.285E-3,2.381E-3,2.448E-3,2.500E-3,2.545E-3,2.585E-3,2.622E-3,2.656E-3,2.689E-3,2.650E-3,1.350E-3,562.2E-6,287.9E-6,196.6E-6,162.5E-6,148.3E-6,142.0E-6,139.3E-6,138.3E-6,138.2E-6,138.8E-6,139.8E-6,0.000,60.32E9,106.5E9,130.7E9,142.9E9,150.0E9,154.9E9,158.9E9,162.4E9,165.6E9,168.4E9,171.0E9,173.4E9,931.5E-18,883.6E-18,839.2E-18,805.3E-18,778.3E-18,755.3E-18,735.1E-18,717.2E-18,701.0E-18,686.2E-18,672.8E-18,660.4E-18,649.0E-18,931.5E-18,926.0E-18,920.1E-18,917.5E-18,916.6E-18,916.2E-18,916.0E-18,915.9E-18,915.8E-18,915.7E-18,915.7E-18,915.7E-18,915.7E-18,1.500E-15,1.794E-15,2.029E-15,2.064E-15,2.062E-15,2.057E-15,2.053E-15,2.051E-15,2.049E-15,2.048E-15,2.047E-15,2.047E-15,2.046E-15,1.500E-15,1.042E-15,580.9E-18,438.7E-18,398.6E-18,383.6E-18,374.6E-18,366.0E-18,357.0E-18,348.9E-18,342.4E-18,337.4E-18,333.5E-18
700.0E-3,216.1E-3,216.9E-3,218.7E-3,220.9E-3,223.0E-3,225.2E-3,227.4E-3,229.6E-3,231.9E-3,234.1E-3,236.3E-3,238.6E-3,240.8E-3,0.000,595.2E-3,2.303,5.598,9.557,12.88,15.18,16.65,17.58,18.18,18.58,18.84,19.00,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-35.12E-12,254.2E-6,381.4E-6,439.8E-6,472.4E-6,495.4E-6,514.3E-6,531.4E-6,547.7E-6,563.4E-6,578.9E-6,594.4E-6,609.8E-6,0.000,4.320,4.982,5.256,5.329,5.316,5.266,5.199,5.124,5.046,4.967,4.888,4.810,0.000,112.8E-6,184.0E-6,216.2E-6,230.6E-6,237.8E-6,241.7E-6,244.0E-6,245.4E-6,246.3E-6,246.7E-6,246.9E-6,247.0E-6,0.000,1.098E-3,1.900E-3,2.312E-3,2.517E-3,2.633E-3,2.708E-3,2.763E-3,2.806E-3,2.843E-3,2.876E-3,2.905E-3,2.933E-3,3.212E-3,1.845E-3,824.9E-6,413.0E-6,263.4E-6,204.4E-6,178.4E-6,166.0E-6,159.6E-6,156.4E-6,154.8E-6,154.2E-6,154.4E-6,0.000,58.27E9,107.8E9,136.8E9,151.7E9,160.2E9,165.6E9,169.7E9,173.1E9,176.0E9,178.6E9,180.9E9,183.0E9,934.3E-18,888.1E-18,844.7E-18,810.2E-18,782.7E-18,759.4E-18,739.1E-18,721.1E-18,704.8E-18,690.1E-18,676.6E-18,664.2E-18,652.8E-18,934.3E-18,929.8E-18,924.3E-18,921.4E-18,920.2E-18,919.7E-18,919.5E-18,919.3E-18,919.2E-18,919.2E-18,919.1E-18,919.1E-18,919.1E-18,1.535E-15,1.802E-15,2.078E-15,2.145E-15,2.151E-15,2.148E-15,2.144E-15,2.141E-15,2.139E-15,2.138E-15,2.137E-15,2.136E-15,2.135E-15,1.535E-15,1.146E-15,661.1E-18,471.9E-18,413.0E-18,391.3E-18,380.2E-18,371.4E-18,362.2E-18,353.3E-18,345.8E-18,340.0E-18,335.6E-18
750.0E-3,238.6E-3,239.4E-3,241.4E-3,243.6E-3,245.9E-3,248.1E-3,250.4E-3,252.7E-3,255.1E-3,257.4E-3,259.7E-3,262.0E-3,264.4E-3,0.000,448.2E-3,1.691,4.238,7.704,11.07,13.68,15.50,16.72,17.53,18.08,18.45,18.69,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-56.50E-12,308.0E-6,477.1E-6,558.1E-6,602.2E-6,631.5E-6,654.5E-6,674.4E-6,692.8E-6,710.4E-6,727.5E-6,744.3E-6,760.9E-6,0.000,3.433,4.030,4.324,4.428,4.445,4.421,4.378,4.326,4.268,4.209,4.148,4.088,0.000,110.0E-6,186.9E-6,224.8E-6,242.2E-6,250.6E-6,254.8E-6,257.0E-6,258.1E-6,258.4E-6,258.4E-6,258.0E-6,257.3E-6,0.000,1.057E-3,1.923E-3,2.413E-3,2.667E-3,2.807E-3,2.893E-3,2.953E-3,2.997E-3,3.032E-3,3.062E-3,3.088E-3,3.111E-3,3.741E-3,2.359E-3,1.137E-3,569.4E-6,346.1E-6,253.6E-6,211.5E-6,190.5E-6,179.2E-6,172.9E-6,169.3E-6,167.3E-6,166.4E-6,0.000,54.75E9,105.5E9,138.3E9,156.2E9,166.1E9,172.3E9,176.6E9,180.0E9,182.9E9,185.3E9,187.4E9,189.2E9,936.4E-18,891.5E-18,849.3E-18,814.4E-18,786.4E-18,762.9E-18,742.5E-18,724.3E-18,708.0E-18,693.2E-18,679.7E-18,667.3E-18,655.9E-18,936.4E-18,932.7E-18,927.7E-18,924.6E-18,923.2E-18,922.6E-18,922.3E-18,922.1E-18,922.0E-18,921.9E-18,921.9E-18,921.8E-18,921.8E-18,1.561E-15,1.800E-15,2.100E-15,2.200E-15,2.218E-15,2.218E-15,2.215E-15,2.212E-15,2.210E-15,2.208E-15,2.207E-15,2.206E-15,2.205E-15,1.561E-15,1.229E-15,743.4E-18,511.5E-18,431.1E-18,400.7E-18,386.4E-18,376.9E-18,367.7E-18,358.2E-18,349.8E-18,343.1E-18,337.9E-18
800.0E-3,262.1E-3,262.9E-3,264.9E-3,267.3E-3,269.6E-3,272.0E-3,274.4E-3,276.8E-3,279.2E-3,281.6E-3,284.0E-3,286.4E-3,288.8E-3,0.000,345.7E-3,1.266,3.223,6.139,9.324,12.10,14.20,15.70,16.75,17.47,17.97,18.31,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-89.98E-12,359.1E-6,572.2E-6,679.5E-6,737.5E-6,774.5E-6,802.1E-6,825.2E-6,845.9E-6,865.2E-6,883.7E-6,901.7E-6,919.5E-6,0.000,2.762,3.291,3.591,3.718,3.757,3.754,3.729,3.693,3.652,3.607,3.561,3.514,0.000,104.5E-6,183.6E-6,226.1E-6,246.5E-6,256.3E-6,261.2E-6,263.4E-6,264.3E-6,264.3E-6,263.8E-6,262.9E-6,261.8E-6,0.000,991.9E-6,1.883E-3,2.440E-3,2.742E-3,2.910E-3,3.011E-3,3.077E-3,3.124E-3,3.160E-3,3.188E-3,3.211E-3,3.231E-3,4.229E-3,2.869E-3,1.487E-3,757.1E-6,446.7E-6,312.1E-6,248.9E-6,216.7E-6,199.0E-6,188.7E-6,182.5E-6,178.7E-6,176.5E-6,0.000,50.48E9,100.7E9,136.3E9,156.9E9,168.6E9,175.7E9,180.4E9,183.9E9,186.7E9,189.1E9,191.1E9,192.8E9,938.1E-18,894.1E-18,852.9E-18,818.0E-18,789.6E-18,765.9E-18,745.3E-18,727.0E-18,710.6E-18,695.8E-18,682.3E-18,669.9E-18,658.4E-18,938.1E-18,934.9E-18,930.4E-18,927.2E-18,925.7E-18,924.9E-18,924.5E-18,924.3E-18,924.2E-18,924.1E-18,924.1E-18,924.0E-18,924.0E-18,1.579E-15,1.794E-15,2.103E-15,2.235E-15,2.266E-15,2.271E-15,2.269E-15,2.267E-15,2.264E-15,2.263E-15,2.261E-15,2.260E-15,2.260E-15,1.579E-15,1.294E-15,824.0E-18,556.3E-18,452.7E-18,411.9E-18,393.4E-18,382.5E-18,373.2E-18,363.6E-18,354.3E-18,346.6E-18,340.7E-18
850.0E-3,286.5E-3,287.3E-3,289.4E-3,291.8E-3,294.2E-3,296.7E-3,299.1E-3,301.6E-3,304.1E-3,306.6E-3,309.0E-3,311.5E-3,314.0E-3,0.000,272.1E-3,966.6E-3,2.474,4.870,7.749,10.52,12.81,14.56,15.83,16.74,17.39,17.84,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-142.2E-12,406.6E-6,664.2E-6,800.6E-6,874.9E-6,921.1E-6,954.2E-6,980.8E-6,1.004E-3,1.025E-3,1.045E-3,1.064E-3,1.083E-3,0.000,2.248,2.711,3.007,3.150,3.206,3.219,3.208,3.186,3.156,3.123,3.087,3.051,0.000,97.35E-6,175.9E-6,221.7E-6,244.8E-6,256.1E-6,261.7E-6,264.2E-6,265.0E-6,264.8E-6,264.0E-6,262.8E-6,261.2E-6,0.000,914.1E-6,1.800E-3,2.408E-3,2.756E-3,2.953E-3,3.071E-3,3.147E-3,3.198E-3,3.235E-3,3.263E-3,3.285E-3,3.303E-3,4.672E-3,3.359E-3,1.862E-3,973.5E-6,565.9E-6,381.2E-6,292.0E-6,245.6E-6,219.7E-6,204.4E-6,195.0E-6,189.0E-6,185.2E-6,0.000,45.95E9,94.37E9,131.7E9,154.8E9,168.2E9,176.3E9,181.6E9,185.3E9,188.2E9,190.6E9,192.5E9,194.1E9,939.4E-18,896.1E-18,855.9E-18,821.0E-18,792.4E-18,768.4E-18,747.6E-18,729.2E-18,712.8E-18,697.9E-18,684.4E-18,672.0E-18,660.5E-18,939.4E-18,936.6E-18,932.6E-18,929.4E-18,927.7E-18,926.8E-18,926.4E-18,926.1E-18,926.0E-18,925.9E-18,925.8E-18,925.8E-18,925.7E-18,1.593E-15,1.785E-15,2.092E-15,2.252E-15,2.300E-15,2.310E-15,2.311E-15,2.309E-15,2.307E-15,2.305E-15,2.303E-15,2.302E-15,2.301E-15,1.593E-15,1.346E-15,900.1E-18,604.9E-18,477.8E-18,425.3E-18,401.3E-18,388.3E-18,378.7E-18,369.1E-18,359.4E-18,350.7E-18,343.8E-18
900.0E-3,311.7E-3,312.5E-3,314.6E-3,317.1E-3,319.6E-3,322.1E-3,324.7E-3,327.2E-3,329.7E-3,332.3E-3,334.8E-3,337.4E-3,339.9E-3,0.000,217.9E-3,751.7E-3,1.921,3.869,6.387,9.029,11.40,13.33,14.80,15.90,16.71,17.29,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-223.3E-12,450.0E-6,751.2E-6,919.0E-6,1.012E-3,1.069E-3,1.108E-3,1.139E-3,1.165E-3,1.188E-3,1.209E-3,1.229E-3,1.249E-3,0.000,1.849,2.251,2.538,2.690,2.759,2.784,2.785,2.772,2.752,2.728,2.701,2.672,0.000,89.42E-6,165.3E-6,212.9E-6,238.2E-6,251.0E-6,257.3E-6,260.1E-6,261.0E-6,260.8E-6,259.8E-6,258.3E-6,256.5E-6,0.000,832.2E-6,1.691E-3,2.332E-3,2.722E-3,2.948E-3,3.085E-3,3.171E-3,3.228E-3,3.268E-3,3.298E-3,3.320E-3,3.337E-3,5.071E-3,3.820E-3,2.250E-3,1.214E-3,703.5E-6,461.6E-6,341.6E-6,278.1E-6,242.3E-6,220.8E-6,207.4E-6,198.7E-6,193.0E-6,0.000,41.46E9,87.30E9,125.4E9,150.5E9,165.6E9,174.8E9,180.7E9,184.8E9,187.8E9,190.2E9,192.3E9,193.9E9,940.5E-18,897.7E-18,858.3E-18,823.6E-18,794.7E-18,770.5E-18,749.5E-18,731.1E-18,714.6E-18,699.7E-18,686.1E-18,673.7E-18,662.2E-18,940.5E-18,937.9E-18,934.3E-18,931.2E-18,929.4E-18,928.4E-18,927.9E-18,927.6E-18,927.5E-18,927.3E-18,927.3E-18,927.2E-18,927.2E-18,1.602E-15,1.775E-15,2.073E-15,2.256E-15,2.320E-15,2.338E-15,2.341E-15,2.340E-15,2.339E-15,2.337E-15,2.336E-15,2.334E-15,2.333E-15,1.602E-15,1.387E-15,970.2E-18,656.1E-18,506.1E-18,440.7E-18,410.4E-18,394.5E-18,384.0E-18,374.7E-18,364.8E-18,355.3E-18,347.5E-18
950.0E-3,337.5E-3,338.3E-3,340.6E-3,343.1E-3,345.6E-3,348.2E-3,350.8E-3,353.4E-3,356.0E-3,358.6E-3,361.2E-3,363.8E-3,366.4E-3,0.000,176.9E-3,594.4E-3,1.510,3.088,5.248,7.680,10.03,12.06,13.70,14.98,15.94,16.66,1.000,1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,2.000,-348.9E-12,489.4E-6,832.4E-6,1.033E-3,1.146E-3,1.215E-3,1.262E-3,1.297E-3,1.326E-3,1.351E-3,1.374E-3,1.395E-3,1.416E-3,0.000,1.534,1.884,2.156,2.313,2.392,2.426,2.436,2.431,2.419,2.402,2.381,2.359,0.000,81.23E-6,153.0E-6,201.1E-6,228.0E-6,242.0E-6,249.1E-6,252.3E-6,253.3E-6,253.0E-6,251.9E-6,250.2E-6,248.2E-6,0.000,750.9E-6,1.568E-3,2.227E-3,2.651E-3,2.906E-3,3.061E-3,3.159E-3,3.224E-3,3.268E-3,3.299E-3,3.322E-3,3.339E-3,5.427E-3,4.246E-3,2.638E-3,1.474E-3,858.4E-6,553.7E-6,398.6E-6,315.0E-6,267.3E-6,238.5E-6,220.3E-6,208.4E-6,200.5E-6,0.000,37.19E9,80.00E9,118.1E9,144.7E9,161.4E9,171.7E9,178.4E9,182.8E9,186.0E9,188.6E9,190.6E9,192.3E9,941.4E-18,898.9E-18,860.2E-18,825.7E-18,796.7E-18,772.3E-18,751.2E-18,732.6E-18,716.1E-18,701.1E-18,687.5E-18,675.0E-18,663.5E-18,941.4E-18,939.0E-18,935.8E-18,932.7E-18,930.8E-18,929.8E-18,929.2E-18,928.9E-18,928.6E-18,928.5E-18,928.4E-18,928.4E-18,928.3E-18,1.608E-15,1.764E-15,2.050E-15,2.249E-15,2.331E-15,2.356E-15,2.363E-15,2.364E-15,2.362E-15,2.361E-15,2.359E-15,2.358E-15,2.357E-15,1.608E-15,1.421E-15,1.034E-15,708.5E-18,537.4E-18,458.4E-18,420.9E-18,401.4E-18,389.5E-18,380.1E-18,370.4E-18,360.4E-18,351.6E-18
